,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,GENDER,Car,House,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_EMPLOYED,MOBILE,WORK_PHONE,HOME_PHONE,MOBILE_REACHABLE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,APPLICATION_DAY,TOTAL_DOC_SUBMITTED
48633,156322,1,Cash loans,M,N,N,0,675000.0,450000.0,450000.0,Unaccompanied,Commercial associate,Higher education,Married,-1845,1,1,0,1,0,Laborers,2.0,MONDAY,1
48659,156348,1,Cash loans,F,N,N,0,148500.0,312768.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-11505,1,1,0,1,0,Laborers,1.0,TUESDAY,1
48692,156387,1,Cash loans,F,N,N,0,135000.0,540000.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1825,1,1,1,1,0,Laborers,2.0,TUESDAY,1
48807,156520,1,Cash loans,M,N,N,1,292500.0,298512.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-3633,1,1,0,1,0,Laborers,3.0,SATURDAY,1
49007,156751,1,Cash loans,M,N,N,0,180000.0,900000.0,900000.0,Unaccompanied,Working,Incomplete higher,Single / not married,-3667,1,1,0,1,0,Laborers,1.0,WEDNESDAY,1
49034,156780,1,Cash loans,M,N,N,2,315000.0,970380.0,810000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3911,1,1,1,1,0,Laborers,4.0,FRIDAY,1
49090,156839,1,Cash loans,M,N,N,1,135000.0,269550.0,225000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-3141,1,1,1,1,0,Drivers,3.0,THURSDAY,1
49101,156850,1,Cash loans,F,N,N,1,85500.0,232344.0,157500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-2480,1,1,0,1,0,Core staff,3.0,THURSDAY,1
49148,156901,1,Cash loans,M,N,N,2,468000.0,549000.0,549000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-2987,1,1,1,1,0,Laborers,4.0,SATURDAY,1
49300,157072,1,Cash loans,F,N,N,0,157500.0,544491.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1789,1,1,0,1,0,Laborers,2.0,THURSDAY,1
49615,157436,1,Cash loans,M,N,N,0,112500.0,364896.0,315000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-3108,1,1,1,1,0,Security staff,2.0,WEDNESDAY,1
49690,157521,1,Cash loans,M,N,N,0,137677.5,1800000.0,1800000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-1223,1,1,1,1,0,Laborers,1.0,THURSDAY,1
49815,157669,1,Cash loans,F,N,N,0,76500.0,225000.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2521,1,1,1,1,0,Sales staff,2.0,SATURDAY,1
49837,157692,1,Cash loans,F,N,N,2,76500.0,254700.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1447,1,1,0,1,0,Sales staff,4.0,SUNDAY,1
49863,157720,1,Cash loans,M,N,N,0,175500.0,808650.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-4465,1,1,0,1,0,Core staff,1.0,WEDNESDAY,1
50116,158022,1,Cash loans,F,N,N,0,78750.0,381528.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2045,1,1,1,1,0,Security staff,2.0,FRIDAY,1
50262,158188,1,Cash loans,F,N,N,0,112500.0,313438.5,283500.0,Family,Working,Secondary / secondary special,Married,-1240,1,1,0,1,0,Accountants,2.0,MONDAY,1
50305,158244,1,Cash loans,M,N,N,1,135000.0,298512.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-1614,1,1,0,1,0,Laborers,2.0,MONDAY,1
50734,158745,1,Cash loans,M,N,N,1,157500.0,260640.0,225000.0,Unaccompanied,Working,Higher education,Separated,-1160,1,1,1,1,0,Laborers,2.0,SUNDAY,1
50802,158832,1,Cash loans,F,N,N,0,103500.0,544500.0,544500.0,Unaccompanied,Working,Higher education,Married,-1355,1,1,1,1,0,Core staff,2.0,MONDAY,1
50973,159028,1,Cash loans,F,N,N,0,157500.0,521280.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1212,1,1,1,1,0,Core staff,2.0,THURSDAY,1
50988,159046,1,Cash loans,F,N,N,0,90000.0,545040.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-2890,1,1,1,1,0,Laborers,2.0,WEDNESDAY,1
51050,159116,1,Cash loans,M,N,N,2,315000.0,781920.0,675000.0,Family,Commercial associate,Secondary / secondary special,Married,-1558,1,1,0,1,0,Drivers,4.0,FRIDAY,1
51184,159268,1,Cash loans,F,N,N,0,90000.0,533668.5,477000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3129,1,1,0,1,0,Medicine staff,2.0,WEDNESDAY,2
51341,159448,1,Cash loans,M,N,N,0,180000.0,540000.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1146,1,1,1,1,0,Drivers,2.0,TUESDAY,1
51347,159455,1,Cash loans,F,N,N,0,202500.0,1078200.0,900000.0,Unaccompanied,Working,Lower secondary,Married,-5919,1,1,1,1,0,Core staff,2.0,MONDAY,1
51375,159487,1,Cash loans,M,N,N,1,180000.0,269550.0,225000.0,Family,State servant,Secondary / secondary special,Civil marriage,-1151,1,1,0,1,0,Core staff,3.0,TUESDAY,1
51449,159574,1,Cash loans,F,N,N,1,112500.0,770292.0,688500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-3610,1,1,0,1,0,Laborers,2.0,SATURDAY,1
51451,159576,1,Cash loans,F,N,N,0,225000.0,900000.0,900000.0,Unaccompanied,Working,Higher education,Married,-2298,1,1,1,1,0,Accountants,2.0,MONDAY,1
51529,159666,1,Cash loans,F,N,N,0,83250.0,450000.0,450000.0,"Spouse, partner",Working,Secondary / secondary special,Married,-1847,1,1,1,1,0,Laborers,2.0,SATURDAY,1
51714,159887,1,Cash loans,F,N,N,0,157500.0,1082214.0,945000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-4911,1,1,0,1,0,Sales staff,1.0,MONDAY,1
51778,159962,1,Cash loans,M,N,N,1,112500.0,735052.5,657000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1722,1,1,0,1,0,Laborers,3.0,THURSDAY,1
51814,160002,1,Cash loans,F,N,N,2,112500.0,396000.0,396000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2066,1,1,1,1,0,Sales staff,4.0,WEDNESDAY,1
52040,160268,1,Cash loans,F,N,N,0,54000.0,646920.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,-4701,1,1,1,1,0,Medicine staff,2.0,MONDAY,1
52576,160889,1,Cash loans,M,N,N,0,99000.0,545040.0,450000.0,Unaccompanied,Working,Higher education,Single / not married,-2225,1,1,0,1,0,Laborers,1.0,WEDNESDAY,1
52741,161093,1,Cash loans,F,N,N,0,67500.0,225000.0,225000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-1824,1,1,0,1,0,Cooking staff,2.0,TUESDAY,1
52926,161301,1,Cash loans,F,N,N,1,67500.0,254700.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-3488,1,1,1,1,0,Laborers,3.0,SATURDAY,1
52933,161308,1,Cash loans,M,N,N,0,225000.0,1107423.0,949500.0,Unaccompanied,Working,Higher education,Single / not married,-2628,1,1,0,1,0,Sales staff,1.0,TUESDAY,0
52962,161340,1,Cash loans,F,N,N,1,81000.0,675000.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-9195,1,1,0,1,0,Laborers,3.0,SATURDAY,1
53041,161433,1,Cash loans,M,N,N,0,225000.0,1528200.0,1350000.0,Unaccompanied,Commercial associate,Higher education,Widow,-1468,1,1,1,1,1,Laborers,1.0,TUESDAY,1
53110,161509,1,Revolving loans,F,N,N,1,90000.0,247500.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-2903,1,1,0,1,0,Laborers,3.0,MONDAY,0
53161,161569,1,Revolving loans,F,N,N,0,180000.0,180000.0,180000.0,Unaccompanied,Working,Incomplete higher,Single / not married,-1217,1,1,1,1,0,Sales staff,1.0,THURSDAY,0
53230,161645,1,Cash loans,M,N,N,1,135000.0,1078200.0,900000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-3824,1,1,1,1,0,Core staff,3.0,MONDAY,1
53243,161659,1,Cash loans,M,N,N,2,112500.0,495351.0,459000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-4725,1,1,0,1,0,Laborers,4.0,TUESDAY,1
53313,161747,1,Cash loans,F,N,N,0,112500.0,331834.5,252000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,-1097,1,1,0,1,0,Sales staff,2.0,TUESDAY,1
53502,161965,1,Cash loans,F,N,N,2,180000.0,296280.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1392,1,1,1,1,0,Laborers,4.0,MONDAY,1
53559,162042,1,Cash loans,F,N,N,2,90000.0,203760.0,180000.0,"Spouse, partner",Working,Higher education,Married,-1286,1,1,0,1,0,Laborers,4.0,MONDAY,1
53741,162255,1,Cash loans,M,N,N,0,180000.0,679500.0,679500.0,Unaccompanied,Working,Higher education,Married,-1413,1,1,1,1,0,Laborers,2.0,THURSDAY,1
53769,162289,1,Cash loans,M,N,N,1,90000.0,284400.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3440,1,1,0,1,0,Laborers,3.0,FRIDAY,1
53973,162538,1,Cash loans,F,N,N,0,180000.0,900000.0,900000.0,Unaccompanied,Working,Incomplete higher,Married,-2404,1,1,0,1,1,Accountants,2.0,THURSDAY,1
54061,162633,1,Cash loans,F,N,N,0,117000.0,314100.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1429,1,1,1,1,0,Sales staff,2.0,WEDNESDAY,1
54119,162699,1,Cash loans,F,N,N,0,157500.0,497520.0,450000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,-6151,1,1,0,1,0,High skill tech staff,1.0,FRIDAY,1
54186,162772,1,Cash loans,F,N,N,0,90000.0,270000.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,-7142,1,1,1,1,0,Medicine staff,2.0,WEDNESDAY,1
54190,162779,1,Cash loans,F,N,N,0,76500.0,450000.0,450000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-1765,1,1,0,1,0,Cooking staff,2.0,FRIDAY,1
54228,162825,1,Cash loans,F,N,N,2,135000.0,509400.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-4589,1,1,1,1,0,Accountants,4.0,THURSDAY,1
54327,162939,1,Cash loans,F,N,N,0,202500.0,254799.0,193500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1084,1,1,1,1,0,Sales staff,2.0,FRIDAY,1
54610,163277,1,Cash loans,F,N,N,0,103500.0,526491.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,-2421,1,1,0,1,0,Laborers,2.0,WEDNESDAY,1
54743,163428,1,Cash loans,M,N,N,0,166500.0,900000.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-1843,1,1,1,1,0,Laborers,1.0,WEDNESDAY,1
54972,163696,1,Cash loans,F,N,N,0,90000.0,640080.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1992,1,1,0,1,0,Core staff,2.0,SUNDAY,1
55179,163931,1,Cash loans,M,N,N,0,135000.0,239850.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1653,1,1,1,1,0,Drivers,2.0,WEDNESDAY,1
55270,164041,1,Cash loans,F,N,N,2,85500.0,654498.0,585000.0,Unaccompanied,Commercial associate,Higher education,Married,-4625,1,1,0,1,0,High skill tech staff,4.0,SATURDAY,1
55510,164325,1,Cash loans,F,N,N,2,135000.0,573408.0,495000.0,Family,Working,Secondary / secondary special,Married,-3039,1,1,0,1,0,Laborers,4.0,WEDNESDAY,1
55516,164333,1,Cash loans,M,N,N,1,180000.0,450000.0,450000.0,Family,Working,Secondary / secondary special,Married,-3047,1,1,0,1,0,Laborers,3.0,MONDAY,1
55838,164693,1,Cash loans,F,N,N,2,180000.0,528633.0,472500.0,Unaccompanied,Working,Higher education,Separated,-1232,1,1,0,1,0,High skill tech staff,3.0,WEDNESDAY,1
56107,165015,1,Cash loans,F,N,N,0,225000.0,401386.5,346500.0,Unaccompanied,Working,Secondary / secondary special,Married,-2584,1,1,0,1,0,Cooking staff,2.0,TUESDAY,1
56109,165017,1,Cash loans,F,N,N,3,112500.0,187704.0,148500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1351,1,1,1,1,0,Laborers,5.0,TUESDAY,1
56371,165318,1,Cash loans,M,N,N,0,166500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-3892,1,1,0,1,0,Laborers,2.0,WEDNESDAY,1
56380,165327,1,Cash loans,F,N,N,1,112500.0,298512.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,-6328,1,1,1,1,0,Cleaning staff,3.0,TUESDAY,1
56475,165433,1,Cash loans,F,N,N,2,243000.0,401386.5,346500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,-6459,1,1,0,1,0,Medicine staff,3.0,FRIDAY,1
56547,165524,1,Cash loans,F,N,N,3,157500.0,814041.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,-3197,1,1,0,1,0,High skill tech staff,5.0,THURSDAY,1
56648,165648,1,Cash loans,M,N,N,0,126000.0,441000.0,441000.0,Unaccompanied,Working,Secondary / secondary special,Widow,-2822,1,1,0,1,0,Laborers,1.0,FRIDAY,1
57112,166198,1,Cash loans,F,N,N,1,112500.0,545040.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-3261,1,1,0,1,0,Laborers,2.0,SUNDAY,1
57163,166254,1,Cash loans,M,N,N,0,202500.0,1113840.0,900000.0,Unaccompanied,Commercial associate,Higher education,Married,-4252,1,1,0,1,0,Laborers,2.0,FRIDAY,1
57250,166357,1,Cash loans,F,N,N,0,180000.0,381528.0,315000.0,Unaccompanied,Working,Higher education,Single / not married,-1804,1,1,1,1,0,Core staff,1.0,TUESDAY,1
57297,166408,1,Cash loans,F,N,N,0,72000.0,143910.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-2015,1,1,0,1,0,Core staff,2.0,WEDNESDAY,1
57431,166558,1,Cash loans,F,N,N,0,144000.0,916470.0,765000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-3045,1,1,0,1,0,Laborers,2.0,TUESDAY,1
57469,166604,1,Cash loans,F,N,N,1,180000.0,1007761.5,927000.0,Unaccompanied,Working,Higher education,Married,-1181,1,1,0,1,0,Core staff,3.0,TUESDAY,1
57734,166904,1,Cash loans,F,N,N,0,112500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-10694,1,1,0,1,0,Sales staff,2.0,TUESDAY,2
57809,166999,1,Cash loans,M,N,N,0,117000.0,270000.0,270000.0,Other_B,State servant,Secondary / secondary special,Married,-1201,1,1,0,1,0,Core staff,2.0,SATURDAY,1
57854,167049,1,Cash loans,F,N,N,2,157500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Widow,-1323,1,1,0,1,0,Sales staff,3.0,FRIDAY,1
57913,167125,1,Cash loans,F,N,N,2,76500.0,679500.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1201,1,1,1,1,0,Core staff,4.0,SUNDAY,1
58020,167254,1,Cash loans,F,N,N,0,144000.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-2631,1,1,1,1,0,Laborers,1.0,MONDAY,1
58122,167377,1,Cash loans,F,N,N,1,112500.0,808650.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,-2293,1,1,0,1,0,Sales staff,3.0,TUESDAY,1
58307,167591,1,Cash loans,F,N,N,0,112500.0,640080.0,450000.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,-1750,1,1,1,1,0,Cooking staff,2.0,THURSDAY,1
58430,167730,1,Cash loans,F,N,N,0,135000.0,675000.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3194,1,1,1,1,0,Laborers,2.0,SATURDAY,1
58466,167772,1,Cash loans,M,N,N,0,135000.0,180000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-4794,1,1,1,1,0,Laborers,2.0,FRIDAY,1
58526,167838,1,Cash loans,F,N,N,2,58500.0,158148.0,103500.0,Unaccompanied,Working,Incomplete higher,Single / not married,-1375,1,1,0,1,0,Core staff,3.0,THURSDAY,1
58562,167878,1,Cash loans,M,N,N,0,103500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-4450,1,1,1,1,0,Laborers,1.0,SATURDAY,1
58610,167936,1,Revolving loans,M,N,N,0,135000.0,225000.0,225000.0,Unaccompanied,State servant,Higher education,Single / not married,-2082,1,1,0,0,0,Core staff,1.0,WEDNESDAY,2
58683,168029,1,Cash loans,F,N,N,1,126000.0,835380.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-8604,1,1,1,1,0,Security staff,3.0,THURSDAY,1
58703,168051,1,Cash loans,F,N,N,0,135000.0,1096020.0,900000.0,Family,Working,Secondary / secondary special,Married,-1588,1,1,1,1,0,Laborers,2.0,TUESDAY,1
58718,168067,1,Cash loans,F,N,N,1,112500.0,942300.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3906,1,1,0,1,0,Laborers,3.0,THURSDAY,1
58802,168166,1,Cash loans,M,N,N,0,112500.0,675000.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2226,1,1,1,1,0,Drivers,2.0,SUNDAY,1
58829,168198,1,Cash loans,F,N,N,1,99000.0,545040.0,450000.0,Unaccompanied,State servant,Higher education,Married,-3296,1,1,0,1,0,IT staff,3.0,WEDNESDAY,1
59108,168511,1,Cash loans,F,N,N,0,54000.0,997335.0,832500.0,Unaccompanied,Working,Secondary / secondary special,Married,-5201,1,1,1,1,0,Sales staff,2.0,MONDAY,1
59274,168698,1,Cash loans,F,N,N,0,315000.0,429763.5,351000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-1978,1,1,0,1,1,Core staff,1.0,THURSDAY,1
59347,168785,1,Cash loans,F,N,N,1,126000.0,886500.0,886500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1771,1,1,1,1,0,Managers,3.0,FRIDAY,1
59375,168824,1,Cash loans,F,N,N,3,112500.0,1205896.5,1053000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1359,1,1,1,1,0,Sales staff,5.0,SUNDAY,1
59431,168889,1,Cash loans,F,N,N,2,135000.0,1288350.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1779,1,1,0,1,0,Laborers,4.0,FRIDAY,1
59455,168918,1,Cash loans,F,N,N,3,76500.0,437877.0,378000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3585,1,1,1,1,0,Laborers,5.0,TUESDAY,1
59588,169072,1,Cash loans,F,N,N,0,121500.0,616261.5,468000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-2225,1,1,0,1,0,Laborers,2.0,SUNDAY,1
59702,169206,1,Revolving loans,F,N,N,0,58500.0,135000.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1091,1,1,1,1,0,Medicine staff,2.0,WEDNESDAY,0
60149,169744,1,Cash loans,M,N,N,0,225000.0,1546020.0,1350000.0,Family,Working,Secondary / secondary special,Married,-2043,1,1,1,1,0,Laborers,2.0,WEDNESDAY,1
60520,170172,1,Cash loans,F,N,N,1,81000.0,225000.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1600,1,1,0,1,0,Security staff,3.0,MONDAY,1
60973,170709,1,Revolving loans,F,N,N,0,135000.0,495000.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3150,1,1,1,1,0,Laborers,2.0,SUNDAY,0
61177,170943,1,Revolving loans,M,N,N,4,112500.0,180000.0,180000.0,Family,Working,Secondary / secondary special,Civil marriage,-1623,1,1,1,1,0,Sales staff,6.0,WEDNESDAY,0
61238,171017,1,Cash loans,M,N,N,0,166500.0,360000.0,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,-1367,1,1,1,1,1,Laborers,2.0,WEDNESDAY,1
61253,171035,1,Cash loans,F,N,N,0,202500.0,835605.0,697500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-10982,1,1,0,1,0,High skill tech staff,2.0,TUESDAY,1
61509,171335,1,Cash loans,M,N,N,2,171000.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-5674,1,1,1,1,0,Core staff,4.0,SATURDAY,1
61582,171426,1,Cash loans,M,N,N,0,360000.0,450000.0,450000.0,Family,Working,Secondary / secondary special,Married,-1540,1,1,1,1,0,Laborers,2.0,TUESDAY,1
61609,171453,1,Cash loans,F,N,N,0,90000.0,215640.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,-4295,1,1,1,1,0,Sales staff,2.0,SUNDAY,1
61662,171513,1,Cash loans,F,N,N,0,126000.0,848745.0,675000.0,Family,Working,Secondary / secondary special,Married,-2089,1,1,0,1,0,Sales staff,2.0,SUNDAY,1
61693,171549,1,Cash loans,F,N,N,0,135000.0,314100.0,225000.0,Unaccompanied,Working,Incomplete higher,Single / not married,-2243,1,1,0,1,0,Secretaries,1.0,FRIDAY,1
61748,171609,1,Cash loans,M,N,N,0,225000.0,817560.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2520,1,1,0,1,0,Laborers,2.0,THURSDAY,1
61828,171710,1,Cash loans,M,N,N,0,153000.0,608076.0,427500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-3866,1,1,0,1,0,Laborers,2.0,SATURDAY,1
61886,171777,1,Cash loans,F,N,N,0,202500.0,495985.5,409500.0,Unaccompanied,Working,Secondary / secondary special,Widow,-2270,1,1,0,1,0,Laborers,1.0,WEDNESDAY,1
61943,171843,1,Cash loans,F,N,N,1,247500.0,604413.0,459000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1328,1,1,0,1,0,Cooking staff,3.0,WEDNESDAY,1
61955,171855,1,Cash loans,M,N,N,0,135000.0,269550.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1183,1,1,0,1,0,Drivers,2.0,THURSDAY,1
61956,171856,1,Cash loans,M,N,N,1,157500.0,497520.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-3572,1,1,1,1,0,Laborers,3.0,WEDNESDAY,1
62049,171962,1,Cash loans,M,N,N,0,99000.0,601470.0,450000.0,Family,Working,Secondary / secondary special,Married,-1753,1,1,1,1,0,Laborers,2.0,SUNDAY,1
62074,171989,1,Cash loans,F,N,N,1,135000.0,781920.0,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-4702,1,1,0,1,0,Laborers,3.0,MONDAY,1
62206,172145,1,Cash loans,F,N,N,0,112500.0,523597.5,468000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,-1046,1,1,0,1,0,Core staff,1.0,WEDNESDAY,1
62370,172325,1,Cash loans,F,N,N,0,247500.0,1256400.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1184,1,1,0,1,0,Sales staff,2.0,FRIDAY,1
62375,172330,1,Cash loans,F,N,N,1,135000.0,254700.0,225000.0,Unaccompanied,Working,Higher education,Separated,-1225,1,1,1,1,0,Accountants,2.0,TUESDAY,1
62545,172535,1,Cash loans,M,N,N,0,45000.0,284400.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1559,1,1,1,1,0,Laborers,2.0,TUESDAY,1
62592,172594,1,Cash loans,M,N,N,0,112500.0,348264.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1193,1,1,1,1,1,Laborers,1.0,WEDNESDAY,1
62618,172625,1,Cash loans,M,N,N,0,112500.0,625536.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1628,1,1,0,1,0,Laborers,2.0,THURSDAY,1
62672,172693,1,Cash loans,F,N,N,2,157500.0,1620000.0,1620000.0,Unaccompanied,Working,Higher education,Married,-3883,1,1,0,1,0,Core staff,4.0,THURSDAY,1
62810,172851,1,Cash loans,F,N,N,0,90000.0,67500.0,67500.0,Unaccompanied,Working,Secondary / secondary special,Separated,-1515,1,1,1,1,1,Sales staff,1.0,THURSDAY,1
62880,172932,1,Cash loans,F,N,N,0,247500.0,485640.0,450000.0,Family,State servant,Higher education,Single / not married,-1931,1,1,1,1,0,Core staff,1.0,SATURDAY,1
62922,172981,1,Cash loans,F,N,N,1,247500.0,418500.0,418500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1393,1,1,1,1,0,Core staff,3.0,MONDAY,2
62948,173018,1,Cash loans,F,N,N,0,90000.0,440784.0,360000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-1143,1,1,0,1,0,Core staff,2.0,FRIDAY,1
63171,173266,1,Cash loans,M,N,N,0,225000.0,755190.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1821,1,1,0,1,0,Laborers,2.0,SATURDAY,1
63276,173385,1,Cash loans,F,N,N,0,292500.0,1303812.0,1138500.0,Family,Working,Secondary / secondary special,Married,-3028,1,1,0,1,0,Cleaning staff,2.0,MONDAY,1
63384,173508,1,Cash loans,M,N,N,0,112500.0,521280.0,450000.0,Unaccompanied,State servant,Secondary / secondary special,Widow,-4523,1,1,1,1,0,Managers,1.0,TUESDAY,1
63409,173536,1,Cash loans,M,N,N,1,261000.0,630000.0,630000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3554,1,1,1,1,0,Laborers,3.0,THURSDAY,1
63535,173681,1,Cash loans,F,N,N,0,76500.0,646920.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1978,1,1,0,1,0,Cooking staff,2.0,FRIDAY,1
63549,173696,1,Cash loans,F,N,N,0,135000.0,808650.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-1449,1,1,1,1,0,Laborers,1.0,WEDNESDAY,1
63711,173879,1,Cash loans,M,N,N,2,135000.0,1494486.0,1305000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3776,1,1,1,1,0,Laborers,4.0,TUESDAY,1
63820,173997,1,Cash loans,F,N,N,0,90000.0,675000.0,675000.0,Unaccompanied,Working,Higher education,Married,-7688,1,1,1,1,0,Core staff,2.0,TUESDAY,1
63897,174094,1,Cash loans,M,N,N,0,157500.0,469152.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1069,1,1,1,1,0,Low-skill Laborers,2.0,SUNDAY,1
63993,174204,1,Cash loans,F,N,N,2,90000.0,180000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-1644,1,1,1,1,0,Sales staff,3.0,SUNDAY,1
64336,174608,1,Cash loans,F,N,N,0,135000.0,1141686.0,922500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-7108,1,1,0,1,1,Laborers,2.0,WEDNESDAY,1
64423,174707,1,Cash loans,F,N,N,0,108000.0,254700.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,-2367,1,1,1,1,0,Laborers,2.0,SATURDAY,1
64473,174765,1,Cash loans,F,N,N,0,81000.0,597024.0,540000.0,Unaccompanied,Working,Higher education,Married,-2090,1,1,1,1,0,High skill tech staff,2.0,TUESDAY,1
